transaction_id,customer_id,customer_name,customer_email,customer_tier,amount,currency,payment_status,failure_reason,payment_method,previous_success_count,previous_failure_count,checkout_status,subscription_status,days_overdue,retry_count,customer_value,transaction_timestamp,risk_score,recovery_probability,recovery_eligible,optimal_action,actual_recoverable
TX1307,CUST0274,Simran Joshi,simran.joshi60@example.com,New,2499.79,INR,ABANDONED,checkout_dropoff,Net Banking,2,1,PAYMENT_PAGE_DROPOFF,NONE,0,0,906.36,2026-08-10 01:08:13,23,0.605,YES,SEND_CHECKOUT_REMINDER,1
TX1308,CUST0375,Simran Roy,simran.roy40@example.com,Standard,7999.41,INR,ABANDONED,checkout_dropoff,Net Banking,9,0,OTP_DROPOFF,NONE,0,0,10049.2,2026-08-09 13:09:27,28,0.655,YES,SEND_CHECKOUT_REMINDER,0
TX1309,CUST0262,Ananya Agarwal,ananya.agarwal69@example.com,Standard,3499.68,INR,FAILED,issuer_down,Credit Card,9,2,COMPLETED,PAST_DUE,2,2,31673.63,2026-07-27 05:39:23,45,0.5377,NO,CREATE_ESCALATION,0
TX1310,CUST0293,Aditi Bansal,aditi.bansal66@example.com,New,3499.6,INR,FAILED,fraud_blocked,Credit Card,1,2,COMPLETED,NONE,1,2,985.83,2026-08-20 22:42:40,75,0.01,NO,CREATE_ESCALATION,0
TX1311,CUST0145,Shweta Saxena,shweta.saxena50@example.com,Standard,2499.82,INR,FAILED,network_timeout,Credit Card,7,2,COMPLETED,NONE,4,0,13170.37,2026-08-02 19:16:53,10,0.9417,YES,RETRY_PAYMENT,1
TX1312,CUST0328,Aditi Bhatia,aditi.bhatia21@example.com,New,3499.15,INR,FAILED,webhook_drop,Credit Card,0,2,COMPLETED,NONE,7,1,4389.13,2026-08-19 15:28:38,23,0.705,YES,RETRY_PAYMENT,0
TX1313,CUST0365,Aditi Chopra,aditi.chopra49@example.com,Enterprise,39999.04,INR,FAILED,card_expired,Credit Card,27,0,COMPLETED,NONE,1,0,226238.33,2026-07-30 15:44:08,71,0.275,NO,SEND_PAYMENT_REMINDER,0
TX1314,CUST0153,Manish Verma,manish.verma52@example.com,VIP,8999.02,INR,FAILED,card_expired,Credit Card,37,1,COMPLETED,CHURN_RISK,4,0,58817.35,2026-08-15 10:38:52,52,0.2711,NO,SEND_PAYMENT_REMINDER,0
TX1315,CUST0326,Siddharth Mehta,siddharth.mehta45@example.com,Standard,999.27,INR,FAILED,webhook_drop,Credit Card,9,3,COMPLETED,NONE,1,0,30255.4,2026-08-03 20:29:24,10,0.9575,YES,RETRY_PAYMENT,1
TX1316,CUST0246,Karan Roy,karan.roy63@example.com,Standard,1499.61,INR,FAILED,insufficient_funds,Credit Card,4,0,COMPLETED,NONE,7,0,16049.9,2026-07-31 19:29:49,34,0.385,YES,SEND_PAYMENT_REMINDER,1
TX1317,CUST0145,Shweta Saxena,shweta.saxena50@example.com,Standard,3499.88,INR,ABANDONED,checkout_dropoff,UPI,7,2,OTP_DROPOFF,NONE,0,0,13170.37,2026-08-01 01:02:49,25,0.6717,YES,SEND_CHECKOUT_REMINDER,1
TX1318,CUST0260,Divya Saxena,divya.saxena88@example.com,Standard,7999.66,INR,FAILED,insufficient_funds,UPI,4,1,COMPLETED,NONE,7,1,12002.77,2026-08-01 14:50:42,49,0.405,YES,SEND_PAYMENT_REMINDER,0
TX1319,CUST0430,Preeti Malhotra,preeti.malhotra85@example.com,Standard,999.94,INR,FAILED,insufficient_funds,Debit Card,4,0,COMPLETED,NONE,4,2,29627.08,2026-08-09 15:15:53,65,0.165,NO,CREATE_ESCALATION,0
TX1320,CUST0267,Arjun Iyer,arjun.iyer46@example.com,VIP,14999.11,INR,FAILED,authentication_failed,Credit Card,13,2,COMPLETED,NONE,2,0,199034.43,2026-07-27 13:58:09,27,0.785,YES,SEND_PAYMENT_REMINDER,1
TX1321,CUST0155,Deepak Deshmukh,deepak.deshmukh98@example.com,Standard,7999.3,INR,FAILED,issuer_down,UPI,3,0,COMPLETED,NONE,6,0,42802.04,2026-08-15 03:47:03,23,0.855,YES,RETRY_PAYMENT,1
TX1322,CUST0275,Aarav Iyer,aarav.iyer96@example.com,Standard,2499.78,INR,FAILED,insufficient_funds,UPI,9,2,COMPLETED,NONE,5,0,31913.14,2026-08-16 11:54:08,31,0.5477,YES,SEND_PAYMENT_REMINDER,0
TX1323,CUST0394,Siddharth Saxena,siddharth.saxena92@example.com,VIP,24999.46,INR,FAILED,card_expired,Debit Card,11,0,COMPLETED,NONE,7,0,59092.36,2026-07-30 02:29:30,82,0.135,NO,SEND_PAYMENT_REMINDER,0
TX1324,CUST0406,Shweta Bansal,shweta.bansal43@example.com,Standard,2499.64,INR,FAILED,card_expired,Debit Card,2,0,COMPLETED,NONE,3,2,22237.11,2026-08-07 00:59:42,74,0.01,NO,CREATE_ESCALATION,0
TX1325,CUST0332,Sneha Verma,sneha.verma88@example.com,Enterprise,24999.44,INR,FAILED,fraud_blocked,Credit Card,43,3,COMPLETED,NONE,5,0,309627.42,2026-08-07 08:58:00,85,0.1452,NO,STOP_RECOVERY,0
TX1326,CUST0277,Kavita Sharma,kavita.sharma38@example.com,Standard,3499.98,INR,FAILED,authentication_failed,Wallet,10,2,COMPLETED,NONE,2,2,41610.24,2026-08-13 03:44:33,58,0.34,NO,CREATE_ESCALATION,0
TX1327,CUST0387,Suresh Deshmukh,suresh.deshmukh50@example.com,New,7999.28,INR,FAILED,webhook_drop,Debit Card,2,0,COMPLETED,NONE,6,1,1063.97,2026-08-06 10:50:07,24,0.875,YES,RETRY_PAYMENT,1
TX1328,CUST0323,Neha Mehta,neha.mehta87@example.com,Enterprise,14999.14,INR,FAILED,insufficient_funds,Credit Card,24,2,COMPLETED,NONE,5,2,178908.72,2026-08-15 13:10:12,70,0.2335,NO,CREATE_ESCALATION,0
TX1329,CUST0432,Pooja Deshmukh,pooja.deshmukh27@example.com,Standard,2499.65,INR,SUCCESS,none,UPI,9,0,COMPLETED,NONE,0,0,32247.68,2026-08-17 07:32:36,7,0.99,NO,NO_ACTION,0
TX1330,CUST0171,Siddharth Joshi,siddharth.joshi95@example.com,Standard,2499.88,INR,ABANDONED,checkout_dropoff,Credit Card,10,1,PAYMENT_PAGE_DROPOFF,NONE,0,0,12673.6,2026-08-08 03:35:42,25,0.6414,YES,SEND_CHECKOUT_REMINDER,1
TX1331,CUST0318,Simran Kapoor,simran.kapoor63@example.com,Standard,1499.22,INR,FAILED,account_closed,Credit Card,11,3,COMPLETED,NONE,0,1,33379.96,2026-08-09 04:12:43,65,0.0629,NO,STOP_RECOVERY,0
TX1332,CUST0380,Deepak Agarwal,deepak.agarwal72@example.com,Enterprise,2499.56,INR,ABANDONED,checkout_dropoff,Credit Card,54,2,ABANDONED_CART,NONE,0,0,377592.26,2026-07-27 16:16:18,20,0.7296,YES,SEND_CHECKOUT_REMINDER,0
TX1333,CUST0141,Aditi Saxena,aditi.saxena84@example.com,Standard,7999.97,INR,FAILED,insufficient_funds,UPI,2,2,COMPLETED,PAST_DUE,9,0,7286.61,2026-08-17 14:42:37,47,0.32,NO,RETRY_SUBSCRIPTION,0
TX1334,CUST0440,Nisha Gupta,nisha.gupta33@example.com,Standard,4999.53,INR,FAILED,network_timeout,Wallet,13,3,COMPLETED,NONE,0,2,30931.41,2026-07-29 00:23:53,40,0.5869,NO,CREATE_ESCALATION,0
TX1335,CUST0341,Vikram Patel,vikram.patel79@example.com,Standard,1499.95,INR,FAILED,issuer_down,Credit Card,14,0,COMPLETED,PAST_DUE,3,0,25307.59,2026-08-05 14:52:09,10,0.925,YES,RETRY_SUBSCRIPTION,1
TX1336,CUST0132,Meera Mehta,meera.mehta70@example.com,Standard,3499.05,INR,SUCCESS,none,Credit Card,11,4,COMPLETED,NONE,0,0,23906.84,2026-08-13 00:26:26,14,0.99,NO,NO_ACTION,0
TX1337,CUST0349,Rohan Singh,rohan.singh21@example.com,Standard,7999.78,INR,FAILED,insufficient_funds,UPI,10,1,COMPLETED,NONE,4,0,38241.87,2026-08-10 20:12:30,32,0.5614,YES,SEND_PAYMENT_REMINDER,1
TX1338,CUST0403,Ritu Kapoor,ritu.kapoor69@example.com,Enterprise,8999.8,INR,FAILED,card_expired,Debit Card,25,3,COMPLETED,NONE,3,0,498387.76,2026-08-15 10:46:16,53,0.2589,NO,SEND_PAYMENT_REMINDER,0
TX1339,CUST0175,Suresh Roy,suresh.roy38@example.com,Standard,7999.49,INR,SUCCESS,none,Credit Card,15,1,COMPLETED,ACTIVE_RENEWAL_DUE,0,0,31911.83,2026-08-20 07:49:13,12,0.99,NO,NO_ACTION,0
TX1340,CUST0439,Meera Choudhury,meera.choudhury34@example.com,Standard,999.57,INR,FAILED,insufficient_funds,UPI,4,4,COMPLETED,ACTIVE_RENEWAL_DUE,11,0,23720.83,2026-08-14 19:13:58,39,0.28,NO,RETRY_SUBSCRIPTION,0
TX1341,CUST0344,Divya Bhatia,divya.bhatia67@example.com,Standard,7999.91,INR,FAILED,processor_error,UPI,5,3,COMPLETED,NONE,6,0,29423.82,2026-08-18 01:24:27,19,0.7488,YES,RETRY_PAYMENT,0
TX1342,CUST0330,Amit Saxena,amit.saxena29@example.com,Standard,3499.68,INR,FAILED,insufficient_funds,UPI,7,4,COMPLETED,NONE,5,3,24025.16,2026-08-05 03:28:30,82,0.01,NO,CREATE_ESCALATION,0
TX1343,CUST0237,Shweta Joshi,shweta.joshi50@example.com,New,3499.39,INR,FAILED,card_expired,Debit Card,2,0,COMPLETED,CHURN_RISK,4,1,2546.72,2026-08-03 08:01:36,57,0.195,NO,SEND_PAYMENT_REMINDER,0
TX1344,CUST0193,Aditi Iyer,aditi.iyer58@example.com,Standard,499.82,INR,FAILED,webhook_drop,UPI,5,3,COMPLETED,NONE,1,0,18073.83,2026-07-26 23:47:43,10,0.9888,YES,RETRY_PAYMENT,1
TX1345,CUST0199,Preeti Chopra,preeti.chopra35@example.com,Standard,499.93,INR,ABANDONED,checkout_dropoff,UPI,8,3,ABANDONED_CART,NONE,0,0,42658.82,2026-08-14 06:08:42,25,0.6641,YES,SEND_CHECKOUT_REMINDER,1
TX1346,CUST0162,Ananya Reddy,ananya.reddy39@example.com,New,2499.65,INR,FAILED,insufficient_funds,UPI,1,1,COMPLETED,CHURN_RISK,13,2,1873.36,2026-08-13 19:33:10,74,0.01,NO,CREATE_ESCALATION,0
TX1347,CUST0340,Priya Singh,priya.singh27@example.com,New,2499.91,INR,FAILED,webhook_drop,Credit Card,1,1,COMPLETED,NONE,6,1,1364.02,2026-07-28 22:41:36,17,0.8,YES,RETRY_PAYMENT,1
TX1348,CUST0242,Tanvi Nair,tanvi.nair62@example.com,Standard,1499.99,INR,FAILED,issuer_down,Debit Card,6,4,COMPLETED,NONE,4,0,5546.98,2026-08-07 03:47:40,11,0.865,YES,RETRY_PAYMENT,1
TX1349,CUST0352,Preeti Gupta,preeti.gupta27@example.com,New,2499.22,INR,ABANDONED,checkout_dropoff,UPI,2,1,PAYMENT_PAGE_DROPOFF,NONE,0,0,4061.21,2026-08-11 21:26:03,25,0.655,YES,SEND_CHECKOUT_REMINDER,1
TX1350,CUST0138,Sneha Deshmukh,sneha.deshmukh31@example.com,Standard,7999.44,INR,FAILED,insufficient_funds,UPI,5,3,COMPLETED,ACTIVE_RENEWAL_DUE,11,1,41097.71,2026-08-17 12:00:42,58,0.2988,NO,RETRY_SUBSCRIPTION,0
TX1351,CUST0269,Rahul Mehta,rahul.mehta66@example.com,Standard,3499.7,INR,FAILED,insufficient_funds,Net Banking,12,0,COMPLETED,PAST_DUE,7,0,17357.32,2026-08-12 21:55:12,41,0.385,YES,RETRY_SUBSCRIPTION,1
TX1352,CUST0347,Gaurav Reddy,gaurav.reddy71@example.com,New,1499.33,INR,FAILED,card_expired,UPI,0,1,COMPLETED,NONE,0,1,734.81,2026-08-11 17:35:53,59,0.095,NO,SEND_PAYMENT_REMINDER,0
TX1353,CUST0275,Aarav Iyer,aarav.iyer96@example.com,Standard,7999.29,INR,FAILED,webhook_drop,UPI,9,2,COMPLETED,NONE,0,3,31913.14,2026-08-09 11:07:10,57,0.4777,NO,CREATE_ESCALATION,0
TX1354,CUST0423,Sneha Agarwal,sneha.agarwal97@example.com,New,4999.43,INR,FAILED,authentication_failed,Credit Card,1,2,COMPLETED,NONE,0,0,2094.29,2026-08-10 06:27:42,25,0.625,YES,SEND_PAYMENT_REMINDER,1
TX1355,CUST0377,Amit Bhatia,amit.bhatia77@example.com,Standard,7999.8,INR,SUCCESS,none,Credit Card,14,0,COMPLETED,NONE,0,0,27956.87,2026-08-10 15:57:06,6,0.99,NO,NO_ACTION,0
TX1356,CUST0274,Simran Joshi,simran.joshi60@example.com,New,499.4,INR,FAILED,account_closed,UPI,2,1,COMPLETED,NONE,7,2,906.36,2026-08-19 07:22:47,72,0.01,NO,CREATE_ESCALATION,0
TX1357,CUST0137,Pooja Verma,pooja.verma40@example.com,Standard,4999.02,INR,SUCCESS,none,UPI,10,0,COMPLETED,NONE,0,0,43759.85,2026-07-30 22:07:27,12,0.99,NO,NO_ACTION,0
TX1358,CUST0433,Aarav Malhotra,aarav.malhotra70@example.com,New,499.9,INR,FAILED,insufficient_funds,UPI,0,1,COMPLETED,ACTIVE_RENEWAL_DUE,8,1,3438.02,2026-07-31 20:11:54,52,0.265,NO,RETRY_SUBSCRIPTION,0
TX1359,CUST0355,Meera Roy,meera.roy25@example.com,Standard,499.8,INR,FAILED,account_closed,Credit Card,3,2,COMPLETED,NONE,6,0,14505.61,2026-08-14 03:25:54,58,0.01,NO,STOP_RECOVERY,0
TX1360,CUST0210,Deepak Bansal,deepak.bansal21@example.com,Standard,1499.06,INR,FAILED,issuer_down,Debit Card,9,3,COMPLETED,NONE,6,0,36717.31,2026-08-13 11:12:02,15,0.7675,YES,RETRY_PAYMENT,0
TX1361,CUST0121,Sneha Agarwal,sneha.agarwal74@example.com,VIP,39999.61,INR,FAILED,insufficient_funds,UPI,26,2,COMPLETED,ACTIVE_RENEWAL_DUE,8,0,202392.44,2026-08-19 09:44:12,57,0.4843,YES,RETRY_SUBSCRIPTION,1
TX1362,CUST0434,Kavita Reddy,kavita.reddy17@example.com,New,4999.8,INR,FAILED,issuer_down,Credit Card,1,1,COMPLETED,CHURN_RISK,3,0,1784.37,2026-08-04 04:27:57,15,0.85,YES,RETRY_SUBSCRIPTION,1
TX1363,CUST0190,Aarav Joshi,aarav.joshi69@example.com,Standard,999.71,INR,ABANDONED,checkout_dropoff,Credit Card,12,3,ABANDONED_CART,NONE,0,0,33967.26,2026-07-27 19:15:59,24,0.625,YES,SEND_CHECKOUT_REMINDER,0
TX1364,CUST0279,Vikram Verma,vikram.verma40@example.com,New,999.12,INR,FAILED,account_closed,UPI,1,1,COMPLETED,NONE,1,1,1022.54,2026-08-12 09:43:50,61,0.07,NO,STOP_RECOVERY,0
TX1365,CUST0207,Tanvi Joshi,tanvi.joshi37@example.com,Standard,7999.15,INR,FAILED,insufficient_funds,UPI,9,2,COMPLETED,PAST_DUE,8,0,12273.59,2026-08-01 11:39:24,41,0.3877,YES,RETRY_SUBSCRIPTION,1
TX1366,CUST0208,Neha Iyer,neha.iyer76@example.com,Standard,7999.88,INR,FAILED,account_closed,UPI,11,2,COMPLETED,NONE,1,1,27231.64,2026-08-05 16:52:16,63,0.1219,NO,STOP_RECOVERY,0
TX1367,CUST0364,Kavita Singh,kavita.singh68@example.com,New,4999.44,INR,FAILED,webhook_drop,UPI,0,2,COMPLETED,NONE,6,0,3992.86,2026-08-22 12:38:10,16,0.775,YES,RETRY_PAYMENT,1
TX1368,CUST0217,Vikram Iyer,vikram.iyer26@example.com,VIP,49999.2,INR,FAILED,insufficient_funds,UPI,13,2,COMPLETED,ACTIVE_RENEWAL_DUE,8,0,108427.33,2026-08-17 19:21:27,65,0.475,YES,RETRY_SUBSCRIPTION,1
TX1369,CUST0413,Vikram Kapoor,vikram.kapoor88@example.com,New,999.45,INR,FAILED,issuer_down,Credit Card,1,0,COMPLETED,NONE,5,3,2268.3,2026-08-07 07:03:25,48,0.385,NO,CREATE_ESCALATION,0
TX1370,CUST0244,Gaurav Mehta,gaurav.mehta44@example.com,Standard,2499.41,INR,FAILED,card_expired,UPI,13,2,COMPLETED,ACTIVE_RENEWAL_DUE,5,1,25354.88,2026-08-21 05:22:05,55,0.225,NO,SEND_PAYMENT_REMINDER,0
TX1371,CUST0218,Rajesh Bansal,rajesh.bansal71@example.com,VIP,14999.85,INR,FAILED,insufficient_funds,UPI,10,2,COMPLETED,NONE,7,2,106867.87,2026-08-21 09:12:01,79,0.13,NO,CREATE_ESCALATION,0
TX1372,CUST0227,Deepak Agarwal,deepak.agarwal90@example.com,VIP,24999.94,INR,SUCCESS,none,UPI,24,1,COMPLETED,NONE,0,0,207565.61,2026-08-13 01:23:43,18,0.99,NO,NO_ACTION,0
TX1373,CUST0123,Vikram Bhatia,vikram.bhatia86@example.com,New,7999.5,INR,FAILED,card_expired,UPI,2,2,COMPLETED,NONE,6,0,4633.22,2026-08-09 19:02:56,66,0.05,NO,SEND_PAYMENT_REMINDER,0
TX1374,CUST0386,Vikram Roy,vikram.roy71@example.com,New,2499.94,INR,FAILED,card_expired,Debit Card,0,1,COMPLETED,NONE,4,0,2291.72,2026-08-16 11:15:15,60,0.045,NO,SEND_PAYMENT_REMINDER,0
TX1375,CUST0336,Rohan Saxena,rohan.saxena99@example.com,Standard,499.97,INR,FAILED,webhook_drop,Net Banking,7,2,COMPLETED,NONE,2,2,43707.86,2026-08-18 02:13:32,35,0.6017,NO,CREATE_ESCALATION,0
TX1376,CUST0101,Rajesh Gupta,rajesh.gupta23@example.com,VIP,39999.33,INR,FAILED,authentication_failed,Net Banking,27,0,COMPLETED,NONE,6,1,94642.15,2026-07-28 19:04:55,54,0.685,YES,SEND_PAYMENT_REMINDER,0
TX1377,CUST0142,Kavita Choudhury,kavita.choudhury75@example.com,New,499.51,INR,SUCCESS,none,Credit Card,2,0,COMPLETED,ACTIVE_RENEWAL_DUE,0,0,755.96,2026-08-05 17:52:45,6,0.99,NO,NO_ACTION,0
TX1378,CUST0157,Divya Mehta,divya.mehta36@example.com,VIP,2499.36,INR,FAILED,account_closed,UPI,33,0,COMPLETED,NONE,1,1,229784.93,2026-08-09 15:13:59,59,0.225,NO,STOP_RECOVERY,0
TX1379,CUST0159,Tanvi Mehta,tanvi.mehta32@example.com,New,7999.57,INR,SUCCESS,none,Credit Card,0,0,COMPLETED,NONE,0,0,4892.93,2026-08-17 19:05:34,12,0.925,NO,NO_ACTION,0
TX1380,CUST0265,Karan Joshi,karan.joshi55@example.com,New,4999.42,INR,FAILED,authentication_failed,UPI,0,0,COMPLETED,NONE,5,0,2216.14,2026-08-03 16:40:36,31,0.625,YES,SEND_PAYMENT_REMINDER,1
TX1381,CUST0373,Ritu Bhatia,ritu.bhatia17@example.com,Standard,1499.45,INR,FAILED,card_expired,Credit Card,8,2,COMPLETED,NONE,1,0,30578.77,2026-08-11 15:50:06,47,0.165,NO,SEND_PAYMENT_REMINDER,0
TX1382,CUST0248,Varun Bansal,varun.bansal52@example.com,New,999.27,INR,ABANDONED,checkout_dropoff,Wallet,1,2,PAYMENT_PAGE_DROPOFF,NONE,0,0,2679.54,2026-07-28 23:34:52,24,0.555,YES,SEND_CHECKOUT_REMINDER,1
TX1383,CUST0422,Suresh Reddy,suresh.reddy50@example.com,Standard,4999.54,INR,FAILED,card_expired,UPI,12,3,COMPLETED,NONE,5,0,26019.09,2026-08-08 04:05:08,51,0.215,NO,SEND_PAYMENT_REMINDER,0
TX1384,CUST0219,Amit Kapoor,amit.kapoor71@example.com,Enterprise,8999.41,INR,FAILED,authentication_failed,Debit Card,18,2,COMPLETED,NONE,5,0,476425.44,2026-08-11 06:18:21,26,0.79,YES,SEND_PAYMENT_REMINDER,1
TX1385,CUST0256,Rajesh Bansal,rajesh.bansal90@example.com,New,1499.17,INR,FAILED,network_timeout,Credit Card,0,2,COMPLETED,NONE,7,0,807.89,2026-08-22 14:56:31,17,0.685,YES,RETRY_PAYMENT,1
TX1386,CUST0186,Divya Deshmukh,divya.deshmukh63@example.com,Standard,3499.28,INR,SUCCESS,none,Credit Card,9,3,COMPLETED,NONE,0,0,7490.63,2026-07-31 11:56:52,10,0.99,NO,NO_ACTION,0
TX1387,CUST0222,Meera Deshmukh,meera.deshmukh76@example.com,Standard,3499.13,INR,FAILED,insufficient_funds,UPI,14,4,COMPLETED,NONE,2,0,14027.49,2026-08-25 11:41:44,29,0.5417,YES,SEND_PAYMENT_REMINDER,1
TX1388,CUST0291,Kavita Agarwal,kavita.agarwal74@example.com,New,3499.3,INR,SUCCESS,none,UPI,2,2,COMPLETED,ACTIVE_RENEWAL_DUE,0,0,990.74,2026-08-24 22:30:52,20,0.99,NO,NO_ACTION,0
TX1389,CUST0175,Suresh Roy,suresh.roy38@example.com,Standard,999.0,INR,ABANDONED,checkout_dropoff,Net Banking,15,1,OTP_DROPOFF,NONE,0,0,31911.83,2026-08-23 12:12:12,20,0.6456,YES,SEND_CHECKOUT_REMINDER,0
TX1390,CUST0343,Vikram Singh,vikram.singh15@example.com,Enterprise,49999.97,INR,FAILED,velocity_limit_exceeded,Net Banking,59,1,COMPLETED,NONE,2,1,388473.2,2026-08-24 18:17:42,66,0.4525,YES,STOP_RECOVERY,1
TX1391,CUST0346,Amit Agarwal,amit.agarwal30@example.com,New,3499.12,INR,FAILED,network_timeout,Net Banking,1,2,COMPLETED,NONE,3,0,2873.57,2026-07-30 20:33:50,12,0.875,YES,RETRY_PAYMENT,1
TX1392,CUST0370,Rahul Patel,rahul.patel33@example.com,Standard,1499.19,INR,FAILED,velocity_limit_exceeded,UPI,3,3,COMPLETED,NONE,7,1,29098.13,2026-08-23 17:51:29,51,0.21,NO,STOP_RECOVERY,0
TX1393,CUST0410,Arjun Bhatia,arjun.bhatia28@example.com,New,4999.36,INR,FAILED,webhook_drop,Credit Card,1,2,COMPLETED,NONE,6,0,4725.27,2026-07-28 08:32:00,17,0.775,YES,RETRY_PAYMENT,1
TX1394,CUST0329,Tanvi Roy,tanvi.roy15@example.com,Standard,4999.88,INR,ABANDONED,checkout_dropoff,Net Banking,9,4,PAYMENT_PAGE_DROPOFF,NONE,0,0,27172.65,2026-07-29 07:15:00,32,0.6088,YES,SEND_CHECKOUT_REMINDER,1
TX1395,CUST0318,Simran Kapoor,simran.kapoor63@example.com,Standard,7999.58,INR,FAILED,fraud_blocked,Debit Card,11,3,COMPLETED,NONE,3,0,33379.96,2026-08-08 02:23:55,62,0.0429,NO,STOP_RECOVERY,0
TX1396,CUST0293,Aditi Bansal,aditi.bansal66@example.com,New,1499.41,INR,FAILED,fraud_blocked,UPI,1,2,COMPLETED,NONE,2,0,985.83,2026-08-07 22:59:27,60,0.025,NO,STOP_RECOVERY,0
TX1397,CUST0255,Rajesh Patel,rajesh.patel50@example.com,New,3499.73,INR,FAILED,insufficient_funds,Debit Card,2,2,COMPLETED,NONE,0,0,2210.04,2026-08-04 18:59:51,40,0.45,YES,SEND_PAYMENT_REMINDER,0
TX1398,CUST0435,Preeti Patel,preeti.patel14@example.com,Standard,999.49,INR,ABANDONED,checkout_dropoff,Credit Card,5,4,ABANDONED_CART,NONE,0,0,34547.46,2026-08-04 07:18:55,21,0.5883,YES,SEND_CHECKOUT_REMINDER,0
TX1399,CUST0353,Aditi Chopra,aditi.chopra70@example.com,New,4999.36,INR,FAILED,processor_error,Wallet,1,2,COMPLETED,NONE,6,2,4240.0,2026-07-28 16:13:15,63,0.295,NO,CREATE_ESCALATION,0
TX1400,CUST0292,Ananya Roy,ananya.roy13@example.com,VIP,49999.26,INR,FAILED,account_closed,Credit Card,43,1,COMPLETED,NONE,2,0,141608.5,2026-08-12 22:22:08,78,0.1716,NO,STOP_RECOVERY,0
TX1401,CUST0285,Rohan Reddy,rohan.reddy52@example.com,Standard,1499.05,INR,FAILED,account_closed,UPI,11,0,COMPLETED,NONE,1,0,7023.14,2026-08-23 00:53:40,55,0.145,NO,STOP_RECOVERY,0
TX1402,CUST0186,Divya Deshmukh,divya.deshmukh63@example.com,Standard,7999.84,INR,FAILED,issuer_down,Credit Card,9,3,COMPLETED,PAST_DUE,11,1,7490.63,2026-08-21 20:20:17,30,0.6675,YES,RETRY_SUBSCRIPTION,1
TX1403,CUST0174,Shweta Reddy,shweta.reddy46@example.com,Standard,1499.77,INR,FAILED,issuer_down,UPI,14,1,COMPLETED,NONE,2,0,31354.03,2026-08-11 05:15:43,10,0.965,YES,RETRY_PAYMENT,1
TX1404,CUST0387,Suresh Deshmukh,suresh.deshmukh50@example.com,New,3499.84,INR,ABANDONED,checkout_dropoff,Credit Card,2,0,OTP_DROPOFF,NONE,0,0,1063.97,2026-08-20 14:47:55,27,0.655,YES,SEND_CHECKOUT_REMINDER,1
TX1405,CUST0336,Rohan Saxena,rohan.saxena99@example.com,Standard,999.91,INR,FAILED,processor_error,Net Banking,7,2,COMPLETED,NONE,4,1,43707.86,2026-07-30 04:06:23,19,0.8417,YES,RETRY_PAYMENT,1
TX1406,CUST0276,Rahul Saxena,rahul.saxena39@example.com,Standard,4999.81,INR,FAILED,issuer_down,UPI,12,2,COMPLETED,NONE,2,1,9333.84,2026-08-04 19:33:06,10,0.9536,YES,RETRY_PAYMENT,1
TX1407,CUST0158,Shweta Nair,shweta.nair62@example.com,Standard,7999.43,INR,FAILED,network_timeout,UPI,7,4,COMPLETED,NONE,0,1,40365.39,2026-08-18 21:57:27,16,0.9705,YES,RETRY_PAYMENT,1
TX1408,CUST0123,Vikram Bhatia,vikram.bhatia86@example.com,New,7999.1,INR,FAILED,insufficient_funds,UPI,2,2,COMPLETED,NONE,3,1,4633.22,2026-08-15 16:50:29,43,0.5,YES,SEND_PAYMENT_REMINDER,1
TX1409,CUST0243,Rohan Nair,rohan.nair92@example.com,New,999.85,INR,FAILED,insufficient_funds,Net Banking,0,1,COMPLETED,CHURN_RISK,4,0,4761.77,2026-08-06 02:37:17,34,0.375,YES,RETRY_SUBSCRIPTION,0
TX1410,CUST0108,Tanvi Bhatia,tanvi.bhatia39@example.com,Standard,1499.17,INR,FAILED,card_expired,Credit Card,13,0,COMPLETED,ACTIVE_RENEWAL_DUE,12,0,6832.98,2026-08-17 03:33:48,65,0.01,NO,SEND_PAYMENT_REMINDER,0
TX1411,CUST0344,Divya Bhatia,divya.bhatia67@example.com,Standard,2499.67,INR,FAILED,authentication_failed,UPI,5,3,COMPLETED,NONE,5,3,29423.82,2026-08-13 08:31:59,64,0.1788,NO,CREATE_ESCALATION,0
TX1412,CUST0261,Simran Joshi,simran.joshi28@example.com,Standard,999.49,INR,FAILED,webhook_drop,UPI,5,3,COMPLETED,NONE,4,1,41513.16,2026-07-29 23:36:24,10,0.9888,YES,RETRY_PAYMENT,1
TX1413,CUST0334,Shweta Roy,shweta.roy81@example.com,VIP,49999.44,INR,FAILED,network_timeout,Credit Card,31,0,COMPLETED,NONE,4,3,115938.15,2026-08-05 00:49:27,78,0.515,NO,CREATE_ESCALATION,0
TX1414,CUST0448,Vikram Agarwal,vikram.agarwal80@example.com,Standard,4999.49,INR,FAILED,network_timeout,UPI,11,2,COMPLETED,NONE,7,0,21633.82,2026-07-27 01:23:06,10,0.8619,YES,RETRY_PAYMENT,1
TX1415,CUST0403,Ritu Kapoor,ritu.kapoor69@example.com,Enterprise,4999.06,INR,SUCCESS,none,Wallet,25,3,COMPLETED,ACTIVE_RENEWAL_DUE,0,0,498387.76,2026-08-17 22:00:37,11,0.99,NO,NO_ACTION,0
